/home/taes/taes//projects/atlas/revisions/rev_4e151bd_ffb0907/rev_4e151bd-ffb0907.revisions;/home/taes/taes/projects/atlas/revisions/rev_4e151bd_ffb0907/rev_4e151bd-ffb0907/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/diff/DiffResExtractor.java;Pb(355) Duplicate method extractDiff(AppVariantContext, Set<String>, File, File, File, File, boolean) in type DiffResExtractor
/home/taes/taes//projects/atlas/revisions/rev_4e151bd_ffb0907/rev_4e151bd-ffb0907.revisions;/home/taes/taes/projects/atlas/revisions/rev_4e151bd_ffb0907/rev_4e151bd-ffb0907/atlas-gradle-plugin/atlas-plugin/src/main/java/com/taobao/android/builder/tools/diff/DiffResExtractor.java;Pb(355) Duplicate method extractDiff(AppVariantContext, Set<String>, File, File, File, File, boolean) in type DiffResExtractor
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-httpclient/src/main/java/com/netflix/niws/client/http/RestClient.java;Pb(355) Duplicate method isRetriableException(Throwable) in type RestClient
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-httpclient/src/main/java/com/netflix/niws/client/http/RestClient.java;Pb(355) Duplicate method isRetriableException(Throwable) in type RestClient
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-httpclient/src/main/java/com/netflix/niws/client/http/RestClient.java;Pb(355) Duplicate method isCircuitBreakerException(Throwable) in type RestClient
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-httpclient/src/main/java/com/netflix/niws/client/http/RestClient.java;Pb(355) Duplicate method isCircuitBreakerException(Throwable) in type RestClient
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.clientName
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.clientName
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.vipAddresses
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.vipAddresses
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.maxAutoRetriesNextServer
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.maxAutoRetriesNextServer
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.maxAutoRetries
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.maxAutoRetries
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.tracer
/home/taes/taes//projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c.revisions;/home/taes/taes/projects/ribbon/revisions/rev_b33a5ed_42c3e4c/rev_b33a5ed-42c3e4c/ribbon-core/src/main/java/com/netflix/client/AbstractLoadBalancerAwareClient.java;Pb(340) Duplicate field AbstractLoadBalancerAwareClient<S,T>.tracer
/home/taes/taes//projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336.revisions;/home/taes/taes/projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336/src/java/com/twitter/elephantbird/pig/load/LzoThriftB64LinePigLoader.java;Pb(340) Duplicate field LzoThriftB64LinePigLoader<M>.tupleTemplate
/home/taes/taes//projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336.revisions;/home/taes/taes/projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336/src/java/com/twitter/elephantbird/pig/load/LzoThriftB64LinePigLoader.java;Pb(340) Duplicate field LzoThriftB64LinePigLoader<M>.tupleTemplate
/home/taes/taes//projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336.revisions;/home/taes/taes/projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336/src/java/com/twitter/elephantbird/pig/load/LzoProtobufB64LinePigLoader.java;Pb(340) Duplicate field LzoProtobufB64LinePigLoader<M>.tupleTemplate
/home/taes/taes//projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336.revisions;/home/taes/taes/projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336/src/java/com/twitter/elephantbird/pig/load/LzoProtobufB64LinePigLoader.java;Pb(340) Duplicate field LzoProtobufB64LinePigLoader<M>.tupleTemplate
/home/taes/taes//projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336.revisions;/home/taes/taes/projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336/src/java/com/twitter/elephantbird/pig/load/LzoProtobufB64LinePigLoader.java;Pb(340) Duplicate field LzoProtobufB64LinePigLoader<M>.typeRef_
/home/taes/taes//projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336.revisions;/home/taes/taes/projects/elephant-bird/revisions/rev_b784885_342f336/rev_b784885-342f336/src/java/com/twitter/elephantbird/pig/load/LzoProtobufB64LinePigLoader.java;Pb(340) Duplicate field LzoProtobufB64LinePigLoader<M>.typeRef_
